-0.900000000	4937.016000000
-0.880000000	4929.664000000
-0.860000000	4935.809000000
-0.840000000	4928.307000000
-0.820000000	4935.773000000
-0.800000000	4912.783000000
-0.780000000	4934.190000000
-0.760000000	4920.072000000
-0.740000000	4929.628000000
-0.720000000	4929.833000000
-0.700000000	4921.078000000
-0.680000000	4933.190000000
-0.660000000	9992.356000000
-0.640000000	10056.570000000
-0.620000000	9997.850000000
-0.600000000	10051.310000000
-0.400000000	9983.278000000
0.900000000	10064.670000000
0.900000000	10029.440000000
0.880000000	10008.910000000
0.860000000	10038.600000000
0.840000000	10000.400000000
0.820000000	10038.140000000
0.800000000	10026.370000000
0.780000000	10060.570000000
0.760000000	10024.110000000
0.740000000	10050.050000000
0.720000000	10014.720000000
0.700000000	10054.700000000
0.680000000	4922.711000000
0.660000000	4930.688000000
0.640000000	4950.213000000
0.620000000	4925.296000000
0.600000000	4933.924000000
0.400000000	4917.423000000
-0.900000000	4935.443000000
