-0.600000000	4940.480000000
-0.580000000	4913.375000000
-0.560000000	4934.164000000
-0.540000000	4924.410000000
-0.520000000	9989.461000000
-0.500000000	10032.760000000
-0.480000000	10012.320000000
-0.460000000	10037.590000000
-0.440000000	10009.760000000
-0.420000000	10053.380000000
-0.400000000	10023.760000000
-0.300000000	10039.910000000
0.600000000	10002.150000000
0.600000000	10047.730000000
0.580000000	10025.720000000
0.560000000	4919.990000000
0.540000000	4932.777000000
0.520000000	4923.064000000
0.500000000	4934.860000000
0.480000000	4916.554000000
0.460000000	4941.138000000
0.440000000	4908.362000000
0.420000000	4919.635000000
0.400000000	4917.181000000
0.300000000	4935.225000000
-0.600000000	4927.722000000
