1.000000000	8087.881000000	8145.767000000	0.000000000
2.000000000	8232.275000000	8142.545000000	0.000000000
3.000000000	8214.444000000	8141.653000000	0.000000000
4.000000000	8230.326000000	8129.976000000	0.000000000
5.000000000	8167.551000000	8209.400000000	0.000000000
6.000000000	8146.947000000	8159.675000000	0.000000000
7.000000000	8159.176000000	8186.865000000	0.000000000
8.000000000	8147.187000000	8126.610000000	0.000000000
9.000000000	8174.240000000	8120.726000000	0.000000000
10.000000000	8228.537000000	8173.303000000	0.000000000
11.000000000	8162.911000000	8217.881000000	0.000000000
12.000000000	8146.149000000	8211.829000000	0.000000000
13.000000000	8175.713000000	8139.014000000	0.000000000
14.000000000	8229.732000000	8136.679000000	0.000000000
15.000000000	8233.507000000	4018.748000000	1.000000000
16.000000000	8154.675000000	8194.065000000	0.000000000
17.000000000	8144.542000000	8209.952000000	0.000000000
18.000000000	8138.626000000	8201.795000000	0.000000000
19.000000000	8116.184000000	8161.852000000	0.000000000
20.000000000	8236.212000000	8160.296000000	0.000000000
21.000000000	8212.278000000	8139.531000000	0.000000000
22.000000000	8230.898000000	8117.176000000	0.000000000
23.000000000	8158.361000000	8166.580000000	0.000000000
24.000000000	8122.893000000	8209.549000000	0.000000000
25.000000000	8122.700000000	8133.601000000	0.000000000
26.000000000	8227.867000000	8124.111000000	0.000000000
27.000000000	8191.856000000	4032.831000000	1.000000000
28.000000000	8153.572000000	8233.454000000	0.000000000
29.000000000	8136.367000000	8191.756000000	0.000000000
30.000000000	8086.822000000	8158.177000000	0.000000000
31.000000000	8209.516000000	8140.962000000	0.000000000
32.000000000	8201.840000000	8154.544000000	0.000000000
33.000000000	8198.582000000	8121.029000000	0.000000000
34.000000000	8184.906000000	8188.241000000	0.000000000
35.000000000	8130.569000000	8226.769000000	0.000000000
36.000000000	8161.709000000	4073.354000000	1.000000000
37.000000000	8129.379000000	8174.728000000	0.000000000
38.000000000	8209.616000000	8169.943000000	0.000000000
39.000000000	8181.201000000	8151.407000000	0.000000000
40.000000000	8177.833000000	4060.456000000	1.000000000
41.000000000	8145.991000000	8190.392000000	0.000000000
42.000000000	8158.699000000	8139.822000000	0.000000000
43.000000000	8187.100000000	8165.159000000	0.000000000
44.000000000	8164.381000000	8157.692000000	0.000000000
45.000000000	8130.512000000	8192.058000000	0.000000000
46.000000000	8139.723000000	8220.512000000	0.000000000
47.000000000	8131.978000000	8211.417000000	0.000000000
48.000000000	8109.961000000	8129.897000000	0.000000000
49.000000000	8203.449000000	8149.657000000	0.000000000
50.000000000	8166.989000000	8170.926000000	0.000000000
