-1.000000000	4028.774000000
-0.980000000	4032.688000000
-0.960000000	4023.400000000
-0.940000000	4061.441000000
-0.920000000	4035.575000000
-0.900000000	4034.852000000
-0.880000000	4064.220000000
-0.860000000	4033.514000000
-0.840000000	4033.564000000
-0.820000000	4038.382000000
-0.800000000	8192.625000000
-0.400000000	8161.026000000
1.000000000	8182.220000000
1.000000000	8094.390000000
0.980000000	8188.831000000
0.960000000	8075.620000000
0.940000000	8131.802000000
0.920000000	8151.258000000
0.900000000	8113.978000000
0.880000000	8167.343000000
0.860000000	8118.622000000
0.840000000	8146.597000000
0.820000000	4022.650000000
0.800000000	4054.120000000
0.400000000	4001.846000000
-1.000000000	4051.102000000
