-1.000000000	4022.774000000
-0.980000000	4053.808000000
-0.960000000	4025.864000000
-0.940000000	8161.673000000
-0.920000000	8081.284000000
-0.900000000	8169.860000000
-0.880000000	8100.238000000
-0.860000000	8145.263000000
-0.840000000	8145.467000000
-0.820000000	8149.176000000
-0.800000000	8108.408000000
-0.400000000	8106.144000000
1.000000000	8190.519000000
1.000000000	8147.145000000
0.980000000	8215.148000000
0.960000000	8094.870000000
0.940000000	8152.700000000
0.920000000	8131.856000000
0.900000000	8187.468000000
0.880000000	8209.013000000
0.860000000	8086.600000000
0.840000000	8114.338000000
0.820000000	4018.659000000
0.800000000	4062.819000000
0.400000000	4034.143000000
-1.000000000	4063.784000000
