1.000000000	10010.060000000	4923.673000000	1.000000000
2.000000000	9989.111000000	4919.481000000	1.000000000
3.000000000	9974.912000000	4901.854000000	1.000000000
4.000000000	10023.300000000	4886.224000000	1.000000000
5.000000000	10003.600000000	4907.245000000	1.000000000
6.000000000	10001.300000000	4890.452000000	1.000000000
7.000000000	9999.800000000	4928.295000000	1.000000000
8.000000000	9976.205000000	4916.047000000	1.000000000
9.000000000	9995.352000000	4921.370000000	1.000000000
10.000000000	9975.162000000	4905.001000000	1.000000000
11.000000000	10013.870000000	4906.819000000	1.000000000
12.000000000	10023.400000000	4902.392000000	1.000000000
13.000000000	10004.200000000	4919.687000000	1.000000000
14.000000000	10020.240000000	4920.123000000	1.000000000
15.000000000	10002.750000000	4910.013000000	1.000000000
16.000000000	10010.410000000	4908.889000000	1.000000000
17.000000000	10011.410000000	4899.750000000	1.000000000
18.000000000	9993.305000000	4917.356000000	1.000000000
19.000000000	10005.400000000	4914.519000000	1.000000000
20.000000000	10000.100000000	4914.707000000	1.000000000
21.000000000	9993.604000000	4923.681000000	1.000000000
22.000000000	9991.407000000	4921.537000000	1.000000000
23.000000000	10006.650000000	4906.626000000	1.000000000
24.000000000	10035.580000000	4903.358000000	1.000000000
25.000000000	9999.200000000	4905.377000000	1.000000000
26.000000000	10002.300000000	4924.128000000	1.000000000
27.000000000	10011.160000000	4932.609000000	1.000000000
28.000000000	9975.908000000	4912.883000000	1.000000000
29.000000000	10009.460000000	4914.232000000	1.000000000
30.000000000	10007.460000000	4913.039000000	1.000000000
31.000000000	10002.850000000	4902.753000000	1.000000000
32.000000000	9990.758000000	4926.050000000	1.000000000
33.000000000	9983.377000000	4925.377000000	1.000000000
34.000000000	9992.455000000	4927.167000000	1.000000000
35.000000000	10004.600000000	4908.648000000	1.000000000
36.000000000	10029.990000000	4903.727000000	1.000000000
37.000000000	10029.030000000	4911.491000000	1.000000000
38.000000000	10010.560000000	4927.687000000	1.000000000
39.000000000	9964.130000000	4923.612000000	1.000000000
40.000000000	9996.701000000	9987.166000000	0.000000000
41.000000000	10044.250000000	4913.884000000	1.000000000
42.000000000	10011.910000000	4904.201000000	1.000000000
43.000000000	10000.750000000	4924.382000000	1.000000000
44.000000000	9983.627000000	4925.987000000	1.000000000
45.000000000	9983.128000000	4921.403000000	1.000000000
46.000000000	9998.550000000	4912.891000000	1.000000000
47.000000000	10028.030000000	4912.123000000	1.000000000
48.000000000	10060.360000000	4916.284000000	1.000000000
49.000000000	10046.970000000	4915.969000000	1.000000000
50.000000000	10006.900000000	4932.549000000	1.000000000
